timestamp_ist,composite,regime,vol_raw,vol_conf,edge_raw,edge_conf,trend_raw,trend_conf,flow_raw,flow_conf,spot,vix,override
2026-08-31T11:54:00+05:30,+1.000,STRONG_SELL_VOL,0.5,1.0,0,1,0,1,0,1,24348.24077274607,12.0,0
2026-08-31T11:59:00+05:30,+1.000,STRONG_SELL_VOL,0.5,1.0,0,1,0,1,0,1,24316.596925713908,12.0,0
2026-08-31T12:04:00+05:30,+0.150,MILD_SELL_VOL,0.5,0.5,0,0,0,0,0,0,24314.4500275902,12.0,0
2026-08-31T12:09:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24281.730074082072,17.5,0
2026-08-31T12:14:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24245.26461891501,17.5,0
2026-08-31T12:19:00+05:30,-0.550,STRONG_BUY_VOL,-0.5,-0.5,-1,-1,-1,-1,1,1,24194.432088980146,17.5,0
2026-08-31T12:24:00+05:30,-0.550,STRONG_BUY_VOL,1.0,-0.5,0,-1,0,-1,0,1,24181.8167769462,13.2,0
2026-08-31T12:29:00+05:30,-0.550,STRONG_BUY_VOL,1.0,-0.5,0,-1,0,-1,0,1,24182.06998769463,13.2,0
2026-08-31T12:34:00+05:30,+0.300,MILD_SELL_VOL,1.0,1.0,0,0,0,0,0,0,24190.778490944995,13.2,0
2026-08-31T12:39:00+05:30,+0.300,MILD_SELL_VOL,1.0,1.0,0,0,1,0,1,0,24228.784193575535,13.0,0
2026-08-31T12:44:00+05:30,+0.300,MILD_SELL_VOL,1.0,1.0,0,0,1,0,0,0,24246.46116790037,13.0,0
2026-08-31T12:49:00+05:30,+0.550,STRONG_SELL_VOL,1.0,1.0,0,0,1,1,0,0,24286.282246846404,13.0,0
2026-08-31T12:54:00+05:30,+0.550,STRONG_SELL_VOL,1.0,1.0,1,0,1,1,1,0,24320.6311673623,11.2,0
2026-08-31T12:59:00+05:30,+0.550,STRONG_SELL_VOL,1.0,1.0,1,0,1,1,1,0,24359.821222714836,11.2,0
2026-08-31T13:04:00+05:30,+1.000,STRONG_SELL_VOL,1.0,1.0,1,1,1,1,1,1,24413.65308714167,11.2,0
2026-08-31T13:09:00+05:30,+1.000,STRONG_SELL_VOL,0.5,1.0,0,1,0,1,0,1,24360.885827908518,12.0,0
2026-08-31T13:14:00+05:30,+1.000,STRONG_SELL_VOL,0.5,1.0,0,1,0,1,0,1,24336.745703107004,12.0,0
2026-08-31T13:19:00+05:30,+0.150,MILD_SELL_VOL,0.5,0.5,0,0,0,0,0,0,24310.780576104808,12.0,0
2026-08-31T13:24:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24292.230762635736,17.5,0
2026-08-31T13:29:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24253.10659988508,17.5,0
2026-08-31T13:34:00+05:30,-0.550,STRONG_BUY_VOL,-0.5,-0.5,-1,-1,-1,-1,1,1,24195.968952983774,17.5,0
2026-08-31T13:39:00+05:30,-0.550,STRONG_BUY_VOL,1.0,-0.5,0,-1,0,-1,0,1,24206.54921143357,13.2,0
2026-08-31T09:14:00+05:30,-0.400,BUY_VOL,1.0,0,1,-1,1,-1,,1,24212.443171582418,11.2,0
2026-08-31T09:19:00+05:30,-0.100,NEUTRAL,1.0,1.0,1,-1,1,-1,,1,24234.5790125115,11.2,0
2026-08-31T09:24:00+05:30,-0.100,NEUTRAL,0.5,1.0,0,-1,0,-1,0,1,24249.564802640147,12.0,0
2026-08-31T09:29:00+05:30,-0.250,BUY_VOL,0.5,1.0,0,-1,0,-1,0,0,24212.27741609892,12.0,0
2026-08-31T09:34:00+05:30,+0.150,MILD_SELL_VOL,0.5,0.5,0,0,0,0,0,0,24204.276525346275,12.0,0
2026-08-31T09:39:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24185.822974951538,17.5,0
2026-08-31T09:44:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24160.825859565124,17.5,0
2026-08-31T09:49:00+05:30,-0.550,STRONG_BUY_VOL,-0.5,-0.5,-1,-1,-1,-1,1,1,24119.249771060666,17.5,0
2026-08-31T09:54:00+05:30,-0.550,STRONG_BUY_VOL,1.0,-0.5,0,-1,0,-1,-1,1,24131.280076916348,13.2,0
2026-08-31T09:59:00+05:30,-0.550,STRONG_BUY_VOL,1.0,-0.5,0,-1,0,-1,-1,1,24137.52590249862,13.2,0
2026-08-31T10:04:00+05:30,+0.150,MILD_SELL_VOL,1.0,1.0,0,0,0,0,-1,-1,24139.654607356068,13.2,0
2026-08-31T10:09:00+05:30,+0.150,MILD_SELL_VOL,1.0,1.0,0,0,1,0,0,-1,24178.604861961252,13.0,0
2026-08-31T10:14:00+05:30,+0.150,MILD_SELL_VOL,1.0,1.0,0,0,1,0,0,-1,24221.146390865062,13.0,0
2026-08-31T10:19:00+05:30,+0.400,MILD_SELL_VOL,1.0,1.0,0,0,1,1,1,-1,24251.65882399958,13.0,0
2026-08-31T10:24:00+05:30,+0.400,MILD_SELL_VOL,1.0,1.0,1,0,1,1,1,-1,24267.95032714285,11.2,0
2026-08-31T10:29:00+05:30,+0.700,STRONG_SELL_VOL,1.0,1.0,1,0,1,1,1,1,24300.295700595132,11.2,0
2026-08-31T10:34:00+05:30,+1.000,STRONG_SELL_VOL,1.0,1.0,1,1,1,1,1,1,24333.030105459784,11.2,0
2026-08-31T10:39:00+05:30,+1.000,STRONG_SELL_VOL,0.5,1.0,0,1,0,1,0,1,24318.22898662277,12.0,0
2026-08-31T10:44:00+05:30,+1.000,STRONG_SELL_VOL,0.5,1.0,0,1,0,1,0,1,24298.900994716558,12.0,0
2026-08-31T10:49:00+05:30,+0.150,MILD_SELL_VOL,0.5,0.5,0,0,0,0,0,0,24281.821856466744,12.0,0
2026-08-31T10:54:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24232.364632661738,17.5,0
2026-08-31T10:59:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24205.61837457571,17.5,0
2026-08-31T11:04:00+05:30,-0.550,STRONG_BUY_VOL,-0.5,-0.5,-1,-1,-1,-1,1,1,24170.559022311307,17.5,0
2026-08-31T11:09:00+05:30,-0.550,STRONG_BUY_VOL,1.0,-0.5,0,-1,0,-1,0,1,24170.804421083212,13.2,0
2026-08-31T09:14:00+05:30,-0.400,BUY_VOL,1.0,0,1,-1,1,-1,,1,24212.443171582418,11.2,0
2026-08-31T09:19:00+05:30,-0.100,NEUTRAL,1.0,1.0,1,-1,1,-1,,1,24234.5790125115,11.2,0
2026-08-31T09:24:00+05:30,-0.100,NEUTRAL,0.5,1.0,0,-1,0,-1,0,1,24249.564802640147,12.0,0
2026-08-31T09:29:00+05:30,-0.250,BUY_VOL,0.5,1.0,0,-1,0,-1,0,0,24212.27741609892,12.0,0
2026-08-31T09:34:00+05:30,+0.150,MILD_SELL_VOL,0.5,0.5,0,0,0,0,0,0,24204.276525346275,12.0,0
2026-08-31T09:39:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24185.822974951538,17.5,0
2026-08-31T09:44:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24160.825859565124,17.5,0
2026-08-31T09:49:00+05:30,-0.550,STRONG_BUY_VOL,-0.5,-0.5,-1,-1,-1,-1,1,1,24119.249771060666,17.5,0
2026-08-31T09:54:00+05:30,-0.550,STRONG_BUY_VOL,1.0,-0.5,0,-1,0,-1,-1,1,24131.280076916348,13.2,0
2026-08-31T09:59:00+05:30,-0.550,STRONG_BUY_VOL,1.0,-0.5,0,-1,0,-1,-1,1,24137.52590249862,13.2,0
2026-08-31T10:04:00+05:30,+0.150,MILD_SELL_VOL,1.0,1.0,0,0,0,0,-1,-1,24139.654607356068,13.2,0
2026-08-31T10:09:00+05:30,+0.150,MILD_SELL_VOL,1.0,1.0,0,0,1,0,0,-1,24178.604861961252,13.0,0
2026-08-31T10:14:00+05:30,+0.150,MILD_SELL_VOL,1.0,1.0,0,0,1,0,0,-1,24221.146390865062,13.0,0
2026-08-31T10:19:00+05:30,+0.400,MILD_SELL_VOL,1.0,1.0,0,0,1,1,1,-1,24251.65882399958,13.0,0
2026-08-31T10:24:00+05:30,+0.400,MILD_SELL_VOL,1.0,1.0,1,0,1,1,1,-1,24267.95032714285,11.2,0
2026-08-31T10:29:00+05:30,+0.700,STRONG_SELL_VOL,1.0,1.0,1,0,1,1,1,1,24300.295700595132,11.2,0
2026-08-31T10:34:00+05:30,+1.000,STRONG_SELL_VOL,1.0,1.0,1,1,1,1,1,1,24333.030105459784,11.2,0
2026-08-31T10:39:00+05:30,+1.000,STRONG_SELL_VOL,0.5,1.0,0,1,0,1,0,1,24318.22898662277,12.0,0
2026-08-31T10:44:00+05:30,+1.000,STRONG_SELL_VOL,0.5,1.0,0,1,0,1,0,1,24298.900994716558,12.0,0
2026-08-31T10:49:00+05:30,+0.150,MILD_SELL_VOL,0.5,0.5,0,0,0,0,0,0,24281.821856466744,12.0,0
2026-08-31T10:54:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24232.364632661738,17.5,0
2026-08-31T10:59:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24205.61837457571,17.5,0
2026-08-31T09:14:00+05:30,+0.000,NEUTRAL,1.0,0,1,0,1,0,,0,24212.443171582418,11.2,0
2026-08-31T09:19:00+05:30,+0.000,NEUTRAL,1.0,0,1,0,1,0,,0,24234.5790125115,11.2,0
2026-08-31T09:24:00+05:30,+0.000,NEUTRAL,0.5,0,0,0,0,0,0,0,24249.564802640147,12.0,0
2026-08-31T09:29:00+05:30,+0.000,NEUTRAL,0.5,0,0,0,0,0,0,0,24212.27741609892,12.0,0
2026-08-31T09:34:00+05:30,+0.150,MILD_SELL_VOL,0.5,0.5,0,0,0,0,0,0,24204.276525346275,12.0,0
2026-08-31T09:39:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24185.822974951538,17.5,0
2026-08-31T09:44:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24160.825859565124,17.5,0
2026-08-31T09:49:00+05:30,-0.550,STRONG_BUY_VOL,-0.5,-0.5,-1,-1,-1,-1,1,1,24119.249771060666,17.5,0
2026-08-31T09:54:00+05:30,-0.550,STRONG_BUY_VOL,1.0,-0.5,0,-1,0,-1,-1,1,24131.280076916348,13.2,0
2026-08-31T09:59:00+05:30,-0.550,STRONG_BUY_VOL,1.0,-0.5,0,-1,0,-1,-1,1,24137.52590249862,13.2,0
2026-08-31T10:04:00+05:30,+0.150,MILD_SELL_VOL,1.0,1.0,0,0,0,0,-1,-1,24139.654607356068,13.2,0
2026-08-31T10:09:00+05:30,+0.150,MILD_SELL_VOL,1.0,1.0,0,0,1,0,0,-1,24178.604861961252,13.0,0
2026-08-31T10:14:00+05:30,+0.150,MILD_SELL_VOL,1.0,1.0,0,0,1,0,0,-1,24221.146390865062,13.0,0
2026-08-31T10:19:00+05:30,+0.400,MILD_SELL_VOL,1.0,1.0,0,0,1,1,1,-1,24251.65882399958,13.0,0
2026-08-31T10:24:00+05:30,+0.400,MILD_SELL_VOL,1.0,1.0,1,0,1,1,1,-1,24267.95032714285,11.2,0
2026-08-31T10:29:00+05:30,+0.700,STRONG_SELL_VOL,1.0,1.0,1,0,1,1,1,1,24300.295700595132,11.2,0
2026-08-31T10:34:00+05:30,+1.000,STRONG_SELL_VOL,1.0,1.0,1,1,1,1,1,1,24333.030105459784,11.2,0
2026-08-31T09:14:00+05:30,+1.000,STRONG_SELL_VOL,1.0,1.0,1,1,1,1,,1,24212.443171582418,11.2,0
2026-08-31T09:19:00+05:30,+1.000,STRONG_SELL_VOL,1.0,1.0,1,1,1,1,,1,24234.5790125115,11.2,0
2026-08-31T09:24:00+05:30,+1.000,STRONG_SELL_VOL,0.5,1.0,0,1,0,1,0,1,24249.564802640147,12.0,0
2026-08-31T09:29:00+05:30,+1.000,STRONG_SELL_VOL,0.5,1.0,0,1,0,1,0,1,24232.335718577255,12.0,0
2026-08-31T09:34:00+05:30,+0.150,MILD_SELL_VOL,0.5,0.5,0,0,0,0,0,0,24229.542930221243,12.0,0
2026-08-31T09:39:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24195.032504873332,17.5,0
2026-08-31T09:44:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24158.189116133075,17.5,0
2026-08-31T09:49:00+05:30,-0.550,STRONG_BUY_VOL,-0.5,-0.5,-1,-1,-1,-1,1,1,24109.910835897554,17.5,0
2026-08-31T09:54:00+05:30,-0.550,STRONG_BUY_VOL,1.0,-0.5,0,-1,0,-1,-1,1,24129.61946812362,13.2,0
2026-08-31T09:59:00+05:30,-0.550,STRONG_BUY_VOL,1.0,-0.5,0,-1,0,-1,-1,1,24126.51598743116,13.2,0
2026-08-31T10:04:00+05:30,+0.150,MILD_SELL_VOL,1.0,1.0,0,0,0,0,-1,-1,24142.55014812626,13.2,0
2026-08-31T10:09:00+05:30,+0.150,MILD_SELL_VOL,1.0,1.0,0,0,1,0,0,-1,24169.255163327198,13.0,0
2026-08-31T10:14:00+05:30,+0.150,MILD_SELL_VOL,1.0,1.0,0,0,1,0,0,-1,24215.906343615952,13.0,0
2026-08-31T10:19:00+05:30,+0.400,MILD_SELL_VOL,1.0,1.0,0,0,1,1,1,-1,24255.765415796755,13.0,0
2026-08-31T10:24:00+05:30,+0.400,MILD_SELL_VOL,1.0,1.0,1,0,1,1,1,-1,24282.006750652716,11.2,0
2026-08-31T10:29:00+05:30,+0.700,STRONG_SELL_VOL,1.0,1.0,1,0,1,1,1,1,24321.246990742067,11.2,0
2026-08-31T10:34:00+05:30,+1.000,STRONG_SELL_VOL,1.0,1.0,1,1,1,1,1,1,24344.14570572292,11.2,0
2026-08-31T10:39:00+05:30,+1.000,STRONG_SELL_VOL,0.5,1.0,0,1,0,1,0,1,24326.916777455917,12.0,0
2026-08-31T10:44:00+05:30,+1.000,STRONG_SELL_VOL,0.5,1.0,0,1,0,1,0,1,24285.350753751107,12.0,0
2026-08-31T10:49:00+05:30,+0.150,MILD_SELL_VOL,0.5,0.5,0,0,0,0,0,0,24283.314258634568,12.0,0
2026-08-31T10:54:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24241.191669504107,17.5,0
2026-08-31T10:59:00+05:30,+0.150,MILD_SELL_VOL,-0.5,0.5,-1,0,-1,0,1,0,24205.61837457571,17.5,0
2026-08-31T11:04:00+05:30,-0.550,STRONG_BUY_VOL,-0.5,-0.5,-1,-1,-1,-1,1,1,24170.559022311307,17.5,0
2026-08-31T11:09:00+05:30,-0.550,STRONG_BUY_VOL,1.0,-0.5,0,-1,0,-1,0,1,24170.804421083212,13.2,0
2026-08-31T11:14:00+05:30,-0.550,STRONG_BUY_VOL,1.0,-0.5,0,-1,0,-1,0,1,24184.189547464794,13.2,0
2026-08-31T11:19:00+05:30,+0.300,MILD_SELL_VOL,1.0,1.0,0,0,0,0,0,0,24162.230123881007,13.2,0
2026-08-31T11:24:00+05:30,+0.300,MILD_SELL_VOL,1.0,1.0,0,0,1,0,1,0,24208.72702396806,13.0,0
2026-08-31T11:29:00+05:30,+0.300,MILD_SELL_VOL,1.0,1.0,0,0,1,0,0,0,24249.629831769475,13.0,0
2026-08-31T11:34:00+05:30,+0.300,MILD_SELL_VOL,1.0,1.0,0,0,-1,0,1,0,24269.76201430605,13.0,0
2026-08-31T11:39:00+05:30,+0.300,MILD_SELL_VOL,1.0,1.0,1,0,1,0,1,0,24322.75442500595,11.2,0
2026-08-31T11:44:00+05:30,+0.450,MILD_SELL_VOL,1.0,1.0,1,0,1,0,1,1,24364.43602086948,11.2,0
2026-08-31T11:49:00+05:30,+1.000,STRONG_SELL_VOL,1.0,1.0,1,1,1,1,1,1,24394.90824284468,11.2,0
2026-08-31T11:54:00+05:30,+1.000,STRONG_SELL_VOL,0.5,1.0,0,1,0,1,0,1,24348.24077274607,12.0,0
